,Denomination Count
A,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
7800,7.867813110351562e-06,6.9141387939453125e-06,9.059906005859375e-06,8.106231689453125e-06,6.9141387939453125e-06,9.059906005859375e-06,8.106231689453125e-06,1.0013580322265625e-05,9.059906005859375e-06,7.152557373046875e-06,1.0013580322265625e-05,9.059906005859375e-06,9.059906005859375e-06,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.4066696166992188e-05
7900,7.867813110351562e-06,5.9604644775390625e-06,8.106231689453125e-06,9.059906005859375e-06,6.9141387939453125e-06,7.867813110351562e-06,8.106231689453125e-06,9.059906005859375e-06,1.0013580322265625e-05,8.106231689453125e-06,1.0013580322265625e-05,9.059906005859375e-06,2.5033950805664062e-05,1.1920928955078125e-05,8.821487426757812e-06,1.0967254638671875e-05,1.0013580322265625e-05,1.4066696166992188e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.2874603271484375e-05,1.4066696166992188e-05
8000,7.867813110351562e-06,7.152557373046875e-06,6.9141387939453125e-06,6.9141387939453125e-06,7.152557373046875e-06,7.867813110351562e-06,8.821487426757812e-06,7.152557373046875e-06,9.059906005859375e-06,7.152557373046875e-06,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,9.059906005859375e-06,1.1920928955078125e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.2874603271484375e-05
8100,9.059906005859375e-06,7.152557373046875e-06,6.9141387939453125e-06,8.106231689453125e-06,7.152557373046875e-06,6.9141387939453125e-06,9.059906005859375e-06,8.106231689453125e-06,6.9141387939453125e-06,6.9141387939453125e-06,1.0013580322265625e-05,7.867813110351562e-06,1.0967254638671875e-05,8.821487426757812e-06,7.867813110351562e-06,1.1205673217773438e-05,1.0013580322265625e-05,9.059906005859375e-06,1.1920928955078125e-05,1.0013580322265625e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.0013580322265625e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.1920928955078125e-05,1.0967254638671875e-05
8200,9.059906005859375e-06,6.9141387939453125e-06,8.106231689453125e-06,8.106231689453125e-06,6.9141387939453125e-06,9.059906005859375e-06,9.059906005859375e-06,8.106231689453125e-06,9.059906005859375e-06,6.9141387939453125e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0013580322265625e-05,9.059906005859375e-06,9.059906005859375e-06,9.775161743164062e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.1205673217773438e-05,1.2874603271484375e-05,1.1205673217773438e-05,1.2874603271484375e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.1920928955078125e-05
8300,8.106231689453125e-06,6.9141387939453125e-06,7.867813110351562e-06,8.106231689453125e-06,6.9141387939453125e-06,7.867813110351562e-06,8.821487426757812e-06,8.821487426757812e-06,8.106231689453125e-06,7.152557373046875e-06,9.059906005859375e-06,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1205673217773438e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.2874603271484375e-05
8400,8.106231689453125e-06,7.152557373046875e-06,7.867813110351562e-06,6.9141387939453125e-06,7.152557373046875e-06,8.821487426757812e-06,2.09808349609375e-05,7.867813110351562e-06,8.821487426757812e-06,6.9141387939453125e-06,9.059906005859375e-06,1.0013580322265625e-05,1.1205673217773438e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,9.059906005859375e-06,1.2159347534179688e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.3113021850585938e-05,1.3113021850585938e-05,1.2874603271484375e-05,1.3828277587890625e-05
8500,9.059906005859375e-06,6.9141387939453125e-06,8.106231689453125e-06,7.152557373046875e-06,6.9141387939453125e-06,8.106231689453125e-06,9.059906005859375e-06,9.059906005859375e-06,9.059906005859375e-06,7.152557373046875e-06,1.0013580322265625e-05,9.059906005859375e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.1205673217773438e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,9.775161743164062e-06,1.0967254638671875e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.1920928955078125e-05
8600,8.821487426757812e-06,6.9141387939453125e-06,9.059906005859375e-06,8.106231689453125e-06,6.9141387939453125e-06,9.059906005859375e-06,8.106231689453125e-06,9.059906005859375e-06,1.0013580322265625e-05,6.9141387939453125e-06,7.867813110351562e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.1205673217773438e-05,2.193450927734375e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.3113021850585938e-05,1.2874603271484375e-05,1.3113021850585938e-05
8700,8.106231689453125e-06,5.9604644775390625e-06,7.867813110351562e-06,8.821487426757812e-06,6.9141387939453125e-06,8.106231689453125e-06,8.106231689453125e-06,1.0013580322265625e-05,7.867813110351562e-06,6.9141387939453125e-06,9.059906005859375e-06,1.0013580322265625e-05,9.059906005859375e-06,1.1205673217773438e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,9.059906005859375e-06,1.1920928955078125e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.3113021850585938e-05
8800,7.867813110351562e-06,6.9141387939453125e-06,8.106231689453125e-06,5.9604644775390625e-06,6.9141387939453125e-06,7.152557373046875e-06,9.059906005859375e-06,9.059906005859375e-06,9.059906005859375e-06,6.9141387939453125e-06,1.0013580322265625e-05,8.821487426757812e-06,9.775161743164062e-06,1.0013580322265625e-05,9.059906005859375e-06,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.1920928955078125e-05,9.059906005859375e-06,1.3113021850585938e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.4066696166992188e-05
8900,8.821487426757812e-06,6.9141387939453125e-06,8.106231689453125e-06,7.867813110351562e-06,6.9141387939453125e-06,8.106231689453125e-06,1.0013580322265625e-05,8.106231689453125e-06,9.059906005859375e-06,7.867813110351562e-06,9.059906005859375e-06,9.059906005859375e-06,1.0967254638671875e-05,1.0013580322265625e-05,9.059906005859375e-06,9.059906005859375e-06,1.0967254638671875e-05,1.0013580322265625e-05,1.2159347534179688e-05,9.059906005859375e-06,1.0967254638671875e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.2874603271484375e-05
9000,8.106231689453125e-06,6.9141387939453125e-06,6.9141387939453125e-06,8.106231689453125e-06,6.9141387939453125e-06,7.152557373046875e-06,9.059906005859375e-06,9.059906005859375e-06,7.867813110351562e-06,6.9141387939453125e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,7.867813110351562e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.3113021850585938e-05,1.2874603271484375e-05,1.1205673217773438e-05
9100,8.106231689453125e-06,6.9141387939453125e-06,8.106231689453125e-06,9.059906005859375e-06,6.9141387939453125e-06,8.821487426757812e-06,1.0013580322265625e-05,8.821487426757812e-06,7.867813110351562e-06,7.152557373046875e-06,8.106231689453125e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,2.002716064453125e-05,2.5987625122070312e-05,1.1920928955078125e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.3828277587890625e-05,1.1920928955078125e-05,1.4066696166992188e-05,1.3113021850585938e-05,1.1920928955078125e-05
9200,8.821487426757812e-06,6.9141387939453125e-06,6.9141387939453125e-06,5.9604644775390625e-06,7.152557373046875e-06,8.106231689453125e-06,8.821487426757812e-06,8.821487426757812e-06,1.0013580322265625e-05,6.9141387939453125e-06,7.867813110351562e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,9.775161743164062e-06,1.1920928955078125e-05,1.0013580322265625e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2874603271484375e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.2159347534179688e-05
9300,8.106231689453125e-06,6.9141387939453125e-06,6.9141387939453125e-06,8.106231689453125e-06,6.9141387939453125e-06,9.059906005859375e-06,9.059906005859375e-06,9.059906005859375e-06,8.106231689453125e-06,7.152557373046875e-06,9.059906005859375e-06,1.0013580322265625e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,8.821487426757812e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.3113021850585938e-05,1.1920928955078125e-05,2.47955322265625e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.4066696166992188e-05
9400,7.867813110351562e-06,7.152557373046875e-06,6.9141387939453125e-06,6.9141387939453125e-06,7.152557373046875e-06,6.9141387939453125e-06,9.059906005859375e-06,9.059906005859375e-06,7.867813110351562e-06,6.9141387939453125e-06,9.059906005859375e-06,9.059906005859375e-06,1.0013580322265625e-05,1.1205673217773438e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.0013580322265625e-05,9.775161743164062e-06,1.0967254638671875e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.2874603271484375e-05,1.0967254638671875e-05
9500,7.867813110351562e-06,6.9141387939453125e-06,9.059906005859375e-06,8.106231689453125e-06,6.9141387939453125e-06,8.821487426757812e-06,9.059906005859375e-06,7.867813110351562e-06,1.0013580322265625e-05,7.867813110351562e-06,1.0013580322265625e-05,1.0013580322265625e-05,8.821487426757812e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.1205673217773438e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.2874603271484375e-05
9600,9.059906005859375e-06,7.152557373046875e-06,7.867813110351562e-06,7.152557373046875e-06,6.9141387939453125e-06,1.9788742065429688e-05,9.059906005859375e-06,6.9141387939453125e-06,8.821487426757812e-06,7.867813110351562e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.1205673217773438e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,9.059906005859375e-06,1.3113021850585938e-05,1.0967254638671875e-05,1.3113021850585938e-05,1.2874603271484375e-05,1.0013580322265625e-05,1.2874603271484375e-05,1.0967254638671875e-05,1.3113021850585938e-05,1.1920928955078125e-05,1.3113021850585938e-05
9700,8.106231689453125e-06,7.152557373046875e-06,7.867813110351562e-06,7.867813110351562e-06,7.152557373046875e-06,7.867813110351562e-06,1.0013580322265625e-05,7.867813110351562e-06,9.775161743164062e-06,6.9141387939453125e-06,8.106231689453125e-06,9.059906005859375e-06,1.0013580322265625e-05,1.1205673217773438e-05,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.2159347534179688e-05,1.0013580322265625e-05,9.059906005859375e-06,1.2159347534179688e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.0013580322265625e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.1205673217773438e-05,1.0967254638671875e-05,1.2874603271484375e-05
9800,8.106231689453125e-06,7.152557373046875e-06,7.867813110351562e-06,7.867813110351562e-06,7.152557373046875e-06,7.867813110351562e-06,5.9604644775390625e-06,6.9141387939453125e-06,7.867813110351562e-06,6.9141387939453125e-06,8.821487426757812e-06,7.867813110351562e-06,1.1205673217773438e-05,7.867813110351562e-06,1.0013580322265625e-05,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0013580322265625e-05,1.0967254638671875e-05,2.193450927734375e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.3113021850585938e-05,1.2874603271484375e-05,1.2874603271484375e-05
9900,7.867813110351562e-06,7.152557373046875e-06,6.9141387939453125e-06,7.867813110351562e-06,6.198883056640625e-06,6.9141387939453125e-06,7.867813110351562e-06,8.106231689453125e-06,9.059906005859375e-06,7.152557373046875e-06,1.0013580322265625e-05,9.059906005859375e-06,1.0967254638671875e-05,9.059906005859375e-06,9.059906005859375e-06,1.0013580322265625e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.0967254638671875e-05,1.1920928955078125e-05,1.2159347534179688e-05,1.1920928955078125e-05,1.3113021850585938e-05,1.0967254638671875e-05,1.2874603271484375e-05,1.2159347534179688e-05,1.2874603271484375e-05,1.0967254638671875e-05
